SPECIES	TYPE	FEATURE	SCAFFOLD	START	END	GID	SUM	WINDOW	SPAN
Av	BUSCO	telo	AVAG00166	232087	257087	EOG09370KYZ:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00818	19843	44843	EOG09370KYZ:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00490	65275	90275	EOG09370L23:Complete	18	25000	0.00072
Av	BUSCO	telo	AVAG00490	92670	117670	EOG09370L23:Complete	36	25000	0.00144
Av	BUSCO	telo	AVAG00173	137346	162346	EOG09370L77:Complete	18	25000	0.00072
Av	BUSCO	telo	AVAG00173	165153	190153	EOG09370L77:Complete	6	25000	0.00024
Av	BUSCO	telo	AVAG00190	105047	130047	EOG09370LFI:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00190	78545	103545	EOG09370LFI:Duplicated	54	25000	0.00216
Av	BUSCO	telo	AVAG00192	60117	85117	EOG09370LFI:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00192	86621	111621	EOG09370LFI:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00144	120180	145180	EOG09370LGH:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00144	87825	112825	EOG09370LGH:Duplicated	84	25000	0.00336
Av	BUSCO	telo	AVAG00151	210439	235439	EOG09370LGH:Duplicated	108	25000	0.00432
Av	BUSCO	telo	AVAG00151	242776	267776	EOG09370LGH:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00047	122432	147432	EOG09370LMP:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00047	154756	179756	EOG09370LMP:Duplicated	60	25000	0.0024
Av	BUSCO	telo	AVAG00386	2297	27297	EOG09370LMP:Duplicated	66	25000	0.00264
Av	BUSCO	telo	AVAG00386	28611	53611	EOG09370LMP:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00044	401774	426774	EOG09370LQ2:Duplicated	0	25000	0
Av	BUSCO	telo	AVAG00232	0	8080	EOG09370LQ2:Duplicated	0	8080	0
Av	BUSCO	telo	AVAG00232	12358	37358	EOG09370LQ2:Duplicated	0	25000	0
Av	BUSCO	telo	AVAG00044	431470	456470	EOG09370LQ2:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00092	225737	250737	EOG09370LYY:Duplicated	39	25000	0.00156
Av	BUSCO	telo	AVAG00092	257544	282544	EOG09370LYY:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00611	47357	72357	EOG09370LYY:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00611	76958	93702	EOG09370LYY:Duplicated	36	16744	0.00215002388915432
Av	BUSCO	telo	AVAG00025	615981	640981	EOG09370M9E:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00025	641819	666819	EOG09370M9E:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00041	369214	394214	EOG09370M9E:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00041	395052	420052	EOG09370M9E:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00060	129303	154303	EOG09370MAO:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00060	157447	182447	EOG09370MAO:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00079	137268	162268	EOG09370MAO:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00079	165354	190354	EOG09370MAO:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00212	166540	191540	EOG09370MAO:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00212	194646	219646	EOG09370MAO:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00126	121244	146244	EOG09370MDU:Complete	36	25000	0.00144
Av	BUSCO	telo	AVAG00126	88670	113670	EOG09370MDU:Complete	18	25000	0.00072
Av	BUSCO	telo	AVAG00125	31373	56373	EOG09370MGF:Complete	66	25000	0.00264
Av	BUSCO	telo	AVAG00125	66687	91687	EOG09370MGF:Complete	36	25000	0.00144
Av	BUSCO	telo	AVAG00024	162639	187639	EOG09370MHI:Complete	30	25000	0.0012
Av	BUSCO	telo	AVAG00024	191247	216247	EOG09370MHI:Complete	12	25000	0.00048
Av	BUSCO	telo	AVAG00064	291251	316251	EOG09370MMK:Complete	36	25000	0.00144
Av	BUSCO	telo	AVAG00064	317220	342220	EOG09370MMK:Complete	24	25000	0.00096
Av	BUSCO	telo	AVAG00056	347384	372384	EOG09370MQ0:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00056	378088	403088	EOG09370MQ0:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00066	45857	70857	EOG09370MQ0:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00066	77738	102738	EOG09370MQ0:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00007	741333	766333	EOG09370MZ4:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00007	773404	798404	EOG09370MZ4:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00069	374043	399043	EOG09370MZ4:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00069	402123	427123	EOG09370MZ4:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00507	113649	121020	EOG09370MZ4:Duplicated	12	7371	0.00162800162800163
Av	BUSCO	telo	AVAG00507	81581	106581	EOG09370MZ4:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00109	300323	325323	EOG09370N7W:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00109	328953	353953	EOG09370N7W:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG01008	0	6605	EOG09370N7W:Duplicated	18	6605	0.00272520817562453
Av	BUSCO	telo	AVAG01008	10090	27342	EOG09370N7W:Duplicated	12	17252	0.00069557152793879
Av	BUSCO	telo	AVAG00156	209037	234037	EOG09370NBT:Complete	12	25000	0.00048
Av	BUSCO	telo	AVAG00156	237338	262338	EOG09370NBT:Complete	18	25000	0.00072
Av	BUSCO	telo	AVAG00231	229385	254385	EOG09370NBW:Complete	30	25000	0.0012
Av	BUSCO	telo	AVAG00231	260432	267305	EOG09370NBW:Complete	12	6873	0.00174596246180707
Av	BUSCO	telo	AVAG00048	517853	542853	EOG09370NHX:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00048	549080	574080	EOG09370NHX:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00109	250016	275016	EOG09370NHX:Duplicated	54	25000	0.00216
Av	BUSCO	telo	AVAG00109	278319	303319	EOG09370NHX:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00061	123279	148279	EOG09370NIG:Complete	30	25000	0.0012
Av	BUSCO	telo	AVAG00061	96936	121936	EOG09370NIG:Complete	36	25000	0.00144
Av	BUSCO	telo	AVAG00201	41511	66511	EOG09370O06:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00201	69392	94392	EOG09370O06:Duplicated	54	25000	0.00216
Av	BUSCO	telo	AVAG00687	0	16334	EOG09370O06:Duplicated	12	16334	0.000734663891269744
Av	BUSCO	telo	AVAG00687	22458	47458	EOG09370O06:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00774	0	1676	EOG09370O51:Duplicated	0	1676	0
Av	BUSCO	telo	AVAG00342	42029	67029	EOG09370O51:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00342	8786	33786	EOG09370O51:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00774	7005	32005	EOG09370O51:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00002	509932	534932	EOG09370OFR:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00002	543798	568798	EOG09370OFR:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00119	154465	179465	EOG09370OFR:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00119	188147	213147	EOG09370OFR:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00023	624403	649403	EOG09370OGU:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00023	655863	680863	EOG09370OGU:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00057	109212	134212	EOG09370OGU:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00057	80736	105736	EOG09370OGU:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00345	115438	140438	EOG09370OGW:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00345	86848	111848	EOG09370OGW:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00464	113674	135359	EOG09370OGW:Duplicated	12	21685	0.000553377910998386
Av	BUSCO	telo	AVAG00464	85081	110081	EOG09370OGW:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00263	104340	129340	EOG09370OHP:Complete	12	25000	0.00048
Av	BUSCO	telo	AVAG00263	77640	102640	EOG09370OHP:Complete	78	25000	0.00312
Av	BUSCO	telo	AVAG00049	121127	146127	EOG09370OLY:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00049	91511	116511	EOG09370OLY:Duplicated	114	25000	0.00456
Av	BUSCO	telo	AVAG00198	106881	131881	EOG09370OLY:Duplicated	102	25000	0.00408
Av	BUSCO	telo	AVAG00198	136513	161513	EOG09370OLY:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00008	156039	181039	EOG09370OO3:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00008	182462	207462	EOG09370OO3:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00413	28036	53036	EOG09370OO3:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00413	54915	79915	EOG09370OO3:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00289	150327	175327	EOG09370OS5:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00289	177193	202193	EOG09370OS5:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00360	0	6582	EOG09370OS5:Duplicated	12	6582	0.00182315405651778
Av	BUSCO	telo	AVAG00360	8444	33444	EOG09370OS5:Duplicated	102	25000	0.00408
Av	BUSCO	telo	AVAG00211	54001	79001	EOG09370OUS:Complete	30	25000	0.0012
Av	BUSCO	telo	AVAG00211	85664	110664	EOG09370OUS:Complete	18	25000	0.00072
Av	BUSCO	telo	AVAG00060	29185	54185	EOG09370P2W:Complete	12	25000	0.00048
Av	BUSCO	telo	AVAG00060	61332	86332	EOG09370P2W:Complete	42	25000	0.00168
Av	BUSCO	telo	AVAG00029	443288	468288	EOG09370P5Q:Complete	18	25000	0.00072
Av	BUSCO	telo	AVAG00029	473833	498833	EOG09370P5Q:Complete	18	25000	0.00072
Av	BUSCO	telo	AVAG00009	0	16601	EOG09370P7I:Complete	60	16601	0.00361424010601771
Av	BUSCO	telo	AVAG00009	17446	42446	EOG09370P7I:Complete	12	25000	0.00048
Av	BUSCO	telo	AVAG00025	392301	417301	EOG09370P9T:Duplicated	72	25000	0.00288
Av	BUSCO	telo	AVAG00025	399755	424755	EOG09370P9T:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00025	420768	445768	EOG09370P9T:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00025	427464	452464	EOG09370P9T:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00060	477327	502327	EOG09370PBD:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00060	507715	532715	EOG09370PBD:Duplicated	66	25000	0.00264
Av	BUSCO	telo	AVAG00158	131792	156792	EOG09370PBD:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00158	162054	187054	EOG09370PBD:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00235	110366	135366	EOG09370PBD:Duplicated	102	25000	0.00408
Av	BUSCO	telo	AVAG00235	84086	109086	EOG09370PBD:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00079	282807	307807	EOG09370PLC:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00079	312543	337543	EOG09370PLC:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG01140	0	15099	EOG09370PLC:Duplicated	12	15099	0.000794754619511226
Av	BUSCO	telo	AVAG00345	104732	129732	EOG09370PN3:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00345	71641	96641	EOG09370PN3:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00464	102949	127949	EOG09370PN3:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00464	69886	94886	EOG09370PN3:Duplicated	60	25000	0.0024
Av	BUSCO	telo	AVAG00135	371889	373429	EOG09370PYJ:Duplicated	0	1540	0
Av	BUSCO	telo	AVAG00135	341430	366430	EOG09370PYJ:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00540	100971	114316	EOG09370PYJ:Duplicated	12	13345	0.000899213188460097
Av	BUSCO	telo	AVAG00540	71377	96377	EOG09370PYJ:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00009	305939	330939	EOG09370QBK:Complete	12	25000	0.00048
Av	BUSCO	telo	AVAG00009	335115	360115	EOG09370QBK:Complete	18	25000	0.00072
Av	BUSCO	telo	AVAG00635	81683	86921	EOG09370QBR:Duplicated	0	5238	0
Av	BUSCO	telo	AVAG00042	503263	528263	EOG09370QBR:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00042	530119	555119	EOG09370QBR:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00635	54826	79826	EOG09370QBR:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00116	0	19772	EOG09370QCX:Duplicated	0	19772	0
Av	BUSCO	telo	AVAG00006	887153	912153	EOG09370QCX:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00006	915934	940934	EOG09370QCX:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00035	377403	402403	EOG09370QCX:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00035	409221	434221	EOG09370QCX:Duplicated	108	25000	0.00432
Av	BUSCO	telo	AVAG00116	27918	52918	EOG09370QCX:Duplicated	132	25000	0.00528
Av	BUSCO	telo	AVAG00036	49830	74830	EOG09370QFD:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00036	77978	102978	EOG09370QFD:Duplicated	60	25000	0.0024
Av	BUSCO	telo	AVAG00245	129934	154934	EOG09370QFD:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00245	161530	186530	EOG09370QFD:Duplicated	54	25000	0.00216
Av	BUSCO	telo	AVAG00091	228955	253955	EOG09370QI4:Duplicated	0	25000	0
Av	BUSCO	telo	AVAG00027	26024	51024	EOG09370QI4:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00027	59362	84362	EOG09370QI4:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00091	196918	221918	EOG09370QI4:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00009	0	16162	EOG09370QJ1:Complete	60	16162	0.00371241183021903
Av	BUSCO	telo	AVAG00009	20616	45616	EOG09370QJ1:Complete	12	25000	0.00048
Av	BUSCO	telo	AVAG00346	0	3756	EOG09370QKS:Duplicated	0	3756	0
Av	BUSCO	telo	AVAG00016	618827	643827	EOG09370QKS:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00016	648378	673378	EOG09370QKS:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00222	120018	145018	EOG09370QKS:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00222	90601	115601	EOG09370QKS:Duplicated	390	25000	0.0156
Av	BUSCO	telo	AVAG00346	6765	31765	EOG09370QKS:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00029	447855	472855	EOG09370QMM:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00029	474637	499637	EOG09370QMM:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00565	0	22403	EOG09370QMM:Duplicated	6	22403	0.000267821273936526
Av	BUSCO	telo	AVAG00565	25709	50709	EOG09370QMM:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00048	553986	578986	EOG09370QT3:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00048	583913	589086	EOG09370QT3:Duplicated	6	5173	0.0011598685482312
Av	BUSCO	telo	AVAG00109	273549	298549	EOG09370QT3:Duplicated	66	25000	0.00264
Av	BUSCO	telo	AVAG00109	305352	330352	EOG09370QT3:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00056	255345	280345	EOG09370QVI:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00056	286036	311036	EOG09370QVI:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00066	132951	157951	EOG09370QVI:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00066	163864	188864	EOG09370QVI:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG01115	0	3406	EOG09370R3M:Complete	0	3406	0
Av	BUSCO	telo	AVAG01115	4902	18936	EOG09370R3M:Complete	12	14034	0.000855066267635742
Av	BUSCO	telo	AVAG00014	549912	574912	EOG09370R67:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00014	579057	604057	EOG09370R67:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00130	51984	76984	EOG09370R67:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00130	83538	108538	EOG09370R67:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00029	142218	167218	EOG09370RCD:Duplicated	114	25000	0.00456
Av	BUSCO	telo	AVAG00029	170853	195853	EOG09370RCD:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00280	100036	125036	EOG09370RCD:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00280	128666	153666	EOG09370RCD:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00011	50555	75555	EOG09370RCQ:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00011	82157	107157	EOG09370RCQ:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00089	281381	306381	EOG09370RCQ:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00089	311586	336586	EOG09370RCQ:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00064	155596	180596	EOG09370RCS:Complete	84	25000	0.00336
Av	BUSCO	telo	AVAG00064	187644	212644	EOG09370RCS:Complete	12	25000	0.00048
Av	BUSCO	telo	AVAG00773	0	11557	EOG09370RIT:Duplicated	0	11557	0
Av	BUSCO	telo	AVAG00099	328286	353286	EOG09370RIT:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00099	359964	384964	EOG09370RIT:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00773	15320	40320	EOG09370RIT:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00014	177370	202370	EOG09370RJN:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00014	205526	230526	EOG09370RJN:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00471	38791	63791	EOG09370RJN:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00471	66920	91920	EOG09370RJN:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00043	151845	176845	EOG09370RRJ:Duplicated	54	25000	0.00216
Av	BUSCO	telo	AVAG00043	178701	203701	EOG09370RRJ:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00084	215188	240188	EOG09370RRJ:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00084	241588	266588	EOG09370RRJ:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00043	287568	312568	EOG09370S0F:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00043	319451	344451	EOG09370S0F:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00115	370243	395243	EOG09370S0F:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00106	373609	398609	EOG09370S1Z:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00106	405080	426470	EOG09370S1Z:Duplicated	6	21390	0.000280504908835905
Av	BUSCO	telo	AVAG00140	112491	137491	EOG09370S1Z:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00140	144038	169038	EOG09370S1Z:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00153	236122	261122	EOG09370S3E:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00153	264951	289951	EOG09370S3E:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00206	136880	161880	EOG09370S3E:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00206	164426	189426	EOG09370S3E:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00107	238719	263719	EOG09370S4T:Duplicated	66	25000	0.00264
Av	BUSCO	telo	AVAG00107	267908	292908	EOG09370S4T:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00204	146996	171996	EOG09370S4T:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00204	176188	201188	EOG09370S4T:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00008	333357	358357	EOG09370SC9:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00008	367677	392677	EOG09370SC9:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00176	234254	259254	EOG09370SC9:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00176	262452	287452	EOG09370SC9:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00122	358037	383037	EOG09370SO4:Duplicated	0	25000	0
Av	BUSCO	telo	AVAG00578	95423	103243	EOG09370SO4:Duplicated	0	7820	0
Av	BUSCO	telo	AVAG00122	383915	394544	EOG09370SO4:Duplicated	12	10629	0.00112898673440587
Av	BUSCO	telo	AVAG00578	69548	94548	EOG09370SO4:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00220	230414	255414	EOG09370SON:Duplicated	54	25000	0.00216
Av	BUSCO	telo	AVAG00220	260918	274501	EOG09370SON:Duplicated	6	13583	0.000441728631377457
Av	BUSCO	telo	AVAG00468	52049	77049	EOG09370SON:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00468	82553	107553	EOG09370SON:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00002	595791	620791	EOG09370SPQ:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00002	628672	653672	EOG09370SPQ:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00119	247847	272847	EOG09370SPQ:Duplicated	48	25000	0.00192
Av	BUSCO	telo	AVAG00119	281404	306404	EOG09370SPQ:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00220	174654	199654	EOG09370SV2:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00220	202408	227408	EOG09370SV2:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00468	0	16351	EOG09370SV2:Duplicated	12	16351	0.000733900067274173
Av	BUSCO	telo	AVAG00468	19052	44052	EOG09370SV2:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00016	516670	541670	EOG09370SYK:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00016	547945	572945	EOG09370SYK:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00189	108233	133233	EOG09370SYK:Duplicated	12	25000	0.00048
Av	BUSCO	telo	AVAG00189	138353	163353	EOG09370SYK:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00019	409257	434257	EOG09370T6W:Complete	78	25000	0.00312
Av	BUSCO	telo	AVAG00019	441663	466663	EOG09370T6W:Complete	126	25000	0.00504
Av	BUSCO	telo	AVAG00064	293415	318415	EOG09370T9R:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00064	321226	346226	EOG09370T9R:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00492	118986	125963	EOG09370TBD:Duplicated	0	6977	0
Av	BUSCO	telo	AVAG00087	181641	206641	EOG09370TBD:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00087	209330	234330	EOG09370TBD:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00451	58421	83421	EOG09370TBD:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00451	86173	111173	EOG09370TBD:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00492	92034	117034	EOG09370TBD:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00031	543909	568909	EOG09370TBG:Duplicated	36	25000	0.00144
Av	BUSCO	telo	AVAG00031	573302	598302	EOG09370TBG:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00370	0	21226	EOG09370TBG:Duplicated	36	21226	0.00169603316687082
Av	BUSCO	telo	AVAG00370	26920	51920	EOG09370TBG:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00071	194461	219461	EOG09370TCX:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00071	226110	251110	EOG09370TCX:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00159	176557	201557	EOG09370TCX:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00159	204013	229013	EOG09370TCX:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00314	31308	56308	EOG09370TFO:Complete	18	25000	0.00072
Av	BUSCO	telo	AVAG00314	67950	92950	EOG09370TFO:Complete	6	25000	0.00024
Av	BUSCO	telo	AVAG00033	376152	401152	EOG09370TG2:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00033	407859	432859	EOG09370TG2:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00089	348525	373525	EOG09370TG2:Duplicated	66	25000	0.00264
Av	BUSCO	telo	AVAG00089	380822	405822	EOG09370TG2:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00231	195177	220177	EOG09370TG2:Duplicated	6	25000	0.00024
Av	BUSCO	telo	AVAG00231	227091	252091	EOG09370TG2:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00305	118407	143407	EOG09370TG6:Duplicated	0	25000	0
Av	BUSCO	telo	AVAG00650	0	18055	EOG09370TG6:Duplicated	0	18055	0
Av	BUSCO	telo	AVAG00305	147049	172049	EOG09370TG6:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00650	21708	46708	EOG09370TG6:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG01163	0	15715	EOG09370TG6:Duplicated	12	15715	0.000763601654470251
Av	BUSCO	telo	AVAG00035	185914	210914	EOG09370TH4:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00035	219143	244143	EOG09370TH4:Duplicated	42	25000	0.00168
Av	BUSCO	telo	AVAG00555	48365	73365	EOG09370TH4:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00555	83538	108405	EOG09370TH4:Duplicated	42	24867	0.00168898540234045
Av	BUSCO	telo	AVAG00044	293774	318774	EOG09370TP2:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00044	320037	345037	EOG09370TP2:Duplicated	24	25000	0.00096
Av	BUSCO	telo	AVAG00232	117979	142979	EOG09370TP2:Duplicated	18	25000	0.00072
Av	BUSCO	telo	AVAG00232	91752	116752	EOG09370TP2:Duplicated	30	25000	0.0012
Av	BUSCO	telo	AVAG00090	10280	35280	EOG09370TS7:Duplicated	78	25000	0.00312
Av	BUSCO	telo	AVAG00090	44944	69944	EOG09370TS7:Duplicated	24	25000	0.00096
